ortho	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemlivres	Lexique3__islem
absurdes	absurde	ADJ	30.95	0
absurdes	absurde	NOM	4.93	0
absurdistes	absurdiste	NOM	0.07	0
absurdité	absurdité	NOM	6.28	1
absurdités	absurdité	NOM	6.28	0
abus	abus	NOM	8.58	1
abusa	abuser	VER	14.26	0
abusai	abuser	VER	14.26	0
abusaient	abuser	VER	14.26	0
abusais	abuser	VER	14.26	0
abusait	abuser	VER	14.26	0
abusant	abuser	VER	14.26	0
abuse	abuser	VER	14.26	0
abusent	abuser	VER	14.26	0
abuser	abuser	VER	14.26	1
abusera	abuser	VER	14.26	0
abuserai	abuser	VER	14.26	0
abuserais	abuser	VER	14.26	0
abuserait	abuser	VER	14.26	0
abuserez	abuser	VER	14.26	0
abuseriez	abuser	VER	14.26	0
abuses	abuser	VER	14.26	0
abuseur	abuseur	NOM	0.0	1
abusez	abuser	VER	14.26	0
abusiez	abuser	VER	14.26	0
abusif	abusif	ADJ	1.82	1
abusifs	abusif	ADJ	1.82	0
abusive	abusif	ADJ	1.82	0
abusivement	abusivement	ADV	1.15	1
abusives	abusif	ADJ	1.82	0
abusons	abuser	VER	14.26	0
abusèrent	abuser	VER	14.26	0
abusé	abuser	VER	14.26	0
abusé	abusé	ADJ	0.74	1
abusée	abuser	VER	14.26	0
abusée	abusé	ADJ	0.74	0
abusées	abuser	VER	14.26	0
abusées	abusé	ADJ	0.74	0
abusés	abuser	VER	14.26	0
abusés	abusé	ADJ	0.74	0
abyme	abyme	NOM	0.07	1
abyssal	abyssal	ADJ	0.74	1
abyssale	abyssal	ADJ	0.74	0
abyssales	abyssal	ADJ	0.74	0
abysse	abysse	NOM	0.41	1
abysses	abysse	NOM	0.41	0
abyssin	abyssin	ADJ	0.2	1
abyssin	abyssin	NOM	0.14	1
abyssinien	abyssinien	ADJ	0.0	1
abyssinienne	abyssinien	NOM	0.0	0
abyssins	abyssin	ADJ	0.2	0
abâtardi	abâtardir	VER	0.41	0
abâtardie	abâtardi	ADJ	0.07	0
abâtardies	abâtardir	VER	0.41	0
abâtardir	abâtardir	VER	0.41	1
abâtardirai	abâtardir	VER	0.41	0
abâtardissant	abâtardir	VER	0.41	0
abécédaire	abécédaire	NOM	0.07	1
abêti	abêti	ADJ	0.27	1
abêti	abêtir	VER	1.28	0
abêties	abêti	ADJ	0.27	0
abêtir	abêtir	VER	1.28	1
abêtis	abêti	ADJ	0.27	0
abêtis	abêtir	VER	1.28	0
abêtissait	abêtir	VER	1.28	0
abêtissement	abêtissement	NOM	0.54	1
abêtit	abêtir	VER	1.28	0
abîma	abîmer	VER	21.69	0
abîmai	abîmer	VER	21.69	0
abîmaient	abîmer	VER	21.69	0
abîmait	abîmer	VER	21.69	0
abîmant	abîmer	VER	21.69	0
abîme	abîmer	VER	21.69	0
abîme	abîme	NOM	20.61	1
abîment	abîmer	VER	21.69	0
abîmer	abîmer	VER	21.69	1
abîmera	abîmer	VER	21.69	0
abîmerai	abîmer	VER	21.69	0
abîmerais	abîmer	VER	21.69	0
abîmerait	abîmer	VER	21.69	0
abîmeras	abîmer	VER	21.69	0
abîmerez	abîmer	VER	21.69	0
abîmeront	abîmer	VER	21.69	0
abîmes	abîmer	VER	21.69	0
abîmes	abîme	NOM	20.61	0
abîmez	abîmer	VER	21.69	0
abîmions	abîmer	VER	21.69	0
abîmons	abîmer	VER	21.69	0
abîmé	abîmer	VER	21.69	0
abîmée	abîmer	VER	21.69	0
abîmées	abîmer	VER	21.69	0
abîmés	abîmer	VER	21.69	0
acabit	acabit	NOM	1.62	1
acabits	acabit	NOM	1.62	0
acacia	acacia	NOM	6.35	1
acacias	acacia	NOM	6.35	0
acadien	acadien	NOM	0.07	1
acadien	acadien	ADJ	0.0	1
acadienne	acadienne	NOM	0.0	1
acadiens	acadien	NOM	0.07	0
académicien	académicien	NOM	1.55	1
académiciens	académicien	NOM	1.55	0
académie	académie	NOM	9.46	1
académies	académie	NOM	9.46	0
académique	académique	ADJ	1.15	1
académiquement	académiquement	ADV	0.14	1
académiques	académique	ADJ	1.15	0
académisme	académisme	NOM	0.27	1
académisé	académiser	VER	0.07	0
acagnardai	acagnarder	VER	0.74	0
acagnardait	acagnarder	VER	0.74	0
acagnarder	acagnarder	VER	0.74	1
acagnardé	acagnarder	VER	0.74	0
acagnardée	acagnarder	VER	0.74	0
acajou	acajou	ADJ	1.62	1
acajou	acajou	NOM	5.95	1
acajous	acajou	NOM	5.95	0
acanthe	acanthe	NOM	0.61	1
acanthes	acanthe	NOM	0.61	0
acariens	acarien	NOM	0.07	0
acariâtre	acariâtre	ADJ	1.55	1
acariâtres	acariâtre	ADJ	1.55	0
accabla	accabler	VER	21.28	0
accablai	accabler	VER	21.28	0
accablaient	accabler	VER	21.28	0
accablais	accabler	VER	21.28	0
accablait	accabler	VER	21.28	0
accablant	accabler	VER	21.28	0
accablant	accablant	ADJ	5.41	1
accablante	accablant	ADJ	5.41	0
accablantes	accablant	ADJ	5.41	0
accablants	accablant	ADJ	5.41	0
accable	accabler	VER	21.28	0
accablement	accablement	NOM	3.72	1
accablements	accablement	NOM	3.72	0
accablent	accabler	VER	21.28	0
accabler	accabler	VER	21.28	1
accableraient	accabler	VER	21.28	0
accablez	accabler	VER	21.28	0
accablions	accabler	VER	21.28	0
accablât	accabler	VER	21.28	0
accablèrent	accabler	VER	21.28	0
accablé	accabler	VER	21.28	0
accablé	accablé	ADJ	5.47	1
accablée	accabler	VER	21.28	0
accablée	accablé	ADJ	5.47	0
accablées	accabler	VER	21.28	0
accablées	accablé	ADJ	5.47	0
accablés	accabler	VER	21.28	0
accablés	accablé	ADJ	5.47	0
accalmie	accalmie	NOM	3.72	1
accalmies	accalmie	NOM	3.72	0
accalmit	accalmir	VER	0.07	0
accapara	accaparer	VER	3.99	0
accaparaient	accaparer	VER	3.99	0
accaparait	accaparer	VER	3.99	0
accaparant	accaparant	ADJ	0.07	1
accaparant	accaparer	VER	3.99	0
accaparante	accaparant	ADJ	0.07	0
accapare	accaparer	VER	3.99	0
accaparer	accaparer	VER	3.99	1
accaparerait	accaparer	VER	3.99	0
accapareur	accapareur	ADJ	0.0	1
accaparez	accaparer	VER	3.99	0
accaparé	accaparer	VER	3.99	0
accaparée	accaparer	VER	3.99	0
accaparées	accaparer	VER	3.99	0
accaparés	accaparer	VER	3.99	0
accastillage	accastillage	NOM	0.2	1
accastillages	accastillage	NOM	0.2	0
accelerando	accelerando	ADV	0.14	1
accent	accent	NOM	45.54	1
accenteur	accenteur	NOM	0.0	1
accents	accent	NOM	45.54	0
accentua	accentuer	VER	16.15	0
accentuai	accentuer	VER	16.15	0
accentuaient	accentuer	VER	16.15	0
accentuais	accentuer	VER	16.15	0
accentuait	accentuer	VER	16.15	0
accentuant	accentuer	VER	16.15	0
accentuation	accentuation	NOM	0.14	1
accentue	accentuer	VER	16.15	0
accentuent	accentuer	VER	16.15	0
accentuer	accentuer	VER	16.15	1
accentuerait	accentuer	VER	16.15	0
accentuez	accentuer	VER	16.15	0
accentuât	accentuer	VER	16.15	0
accentuèrent	accentuer	VER	16.15	0
accentué	accentuer	VER	16.15	0
accentué	accentué	ADJ	1.55	1
accentuée	accentuer	VER	16.15	0
accentuée	accentué	ADJ	1.55	0
accentuées	accentuer	VER	16.15	0
accentuées	accentué	ADJ	1.55	0
accentués	accentuer	VER	16.15	0
accentués	accentué	ADJ	1.55	0
accepta	accepter	VER	144.66	0
acceptable	acceptable	ADJ	4.39	1
acceptables	acceptable	ADJ	4.39	0
acceptai	accepter	VER	144.66	0
acceptaient	accepter	VER	144.66	0
acceptais	accepter	VER	144.66	0
acceptait	accepter	VER	144.66	0
acceptant	acceptant	NOM	0.14	1
acceptant	accepter	VER	144.66	0
acceptassent	accepter	VER	144.66	0
acceptasses	accepter	VER	144.66	0
acceptation	acceptation	NOM	4.39	1
acceptations	acceptation	NOM	4.39	0
accepte	accepter	VER	144.66	0
acceptent	accepter	VER	144.66	0
accepter	accepter	VER	144.66	1
acceptera	accepter	VER	144.66	0
accepterai	accepter	VER	144.66	0
accepteraient	accepter	VER	144.66	0
accepterais	accepter	VER	144.66	0
accepterait	accepter	VER	144.66	0
accepteras	accepter	VER	144.66	0
accepterez	accepter	VER	144.66	0
accepteriez	accepter	VER	144.66	0
accepterions	accepter	VER	144.66	0
accepterons	accepter	VER	144.66	0
accepteront	accepter	VER	144.66	0
acceptes	accepter	VER	144.66	0
acceptez	accepter	VER	144.66	0
acceptiez	accepter	VER	144.66	0
acception	acception	NOM	0.47	1
acceptions	acception	NOM	0.47	0
acceptions	accepter	VER	144.66	0
acceptons	accepter	VER	144.66	0
acceptâmes	accepter	VER	144.66	0
acceptât	accepter	VER	144.66	0
acceptèrent	accepter	VER	144.66	0
accepté	accepter	VER	144.66	0
acceptée	accepter	VER	144.66	0
acceptées	accepter	VER	144.66	0
acceptés	accepter	VER	144.66	0
accesseurs	accesseur	NOM	0.07	0
accessibilité	accessibilité	NOM	0.0	1
accessible	accessible	ADJ	5.74	1
accessibles	accessible	ADJ	5.74	0
accession	accession	NOM	1.22	1
accessit	accessit	NOM	0.07	1
accessoire	accessoire	ADJ	2.84	1
accessoire	accessoire	NOM	7.3	1
accessoirement	accessoirement	ADV	0.88	1
accessoires	accessoire	ADJ	2.84	0
accessoires	accessoire	NOM	7.3	0
accessoirise	accessoiriser	VER	0.0	0
accessoiriser	accessoiriser	VER	0.0	1
accessoiriste	accessoiriste	NOM	0.14	1
accessoiristes	accessoiriste	NOM	0.14	0
accident	accident	NOM	44.8	1
accidente	accidenter	VER	0.27	0
accidentel	accidentel	ADJ	3.45	1
accidentelle	accidentel	ADJ	3.45	0
accidentellement	accidentellement	ADV	0.81	1
accidentelles	accidentel	ADJ	3.45	0
accidentels	accidentel	ADJ	3.45	0
accidenter	accidenter	VER	0.27	1
accidents	accident	NOM	44.8	0
accidenté	accidenter	VER	0.27	0
accidenté	accidenté	ADJ	1.42	1
accidenté	accidenté	NOM	0.61	1
accidentée	accidenter	VER	0.27	0
accidentée	accidenté	ADJ	1.42	0
accidentée	accidenté	NOM	0.61	0
accidentées	accidenté	ADJ	1.42	0
accidentés	accidenté	ADJ	1.42	0
accidentés	accidenté	NOM	0.61	0
acclama	acclamer	VER	5.81	0
acclamaient	acclamer	VER	5.81	0
acclamait	acclamer	VER	5.81	0
acclamant	acclamer	VER	5.81	0
acclamation	acclamation	NOM	4.66	1
acclamations	acclamation	NOM	4.66	0
acclame	acclamer	VER	5.81	0
acclament	acclamer	VER	5.81	0
acclamer	acclamer	VER	5.81	1
acclamera	acclamer	VER	5.81	0
acclamerait	acclamer	VER	5.81	0
acclameront	acclamer	VER	5.81	0
acclamez	acclamer	VER	5.81	0
acclamiez	acclamer	VER	5.81	0
acclamons	acclamer	VER	5.81	0
acclamé	acclamer	VER	5.81	0
acclamée	acclamer	VER	5.81	0
acclamées	acclamer	VER	5.81	0
acclamés	acclamer	VER	5.81	0
acclimata	acclimater	VER	1.96	0
acclimatai	acclimater	VER	1.96	0
acclimatation	acclimatation	NOM	0.81	1
acclimate	acclimater	VER	1.96	0
acclimatement	acclimatement	NOM	0.14	1
acclimatent	acclimater	VER	1.96	0
acclimater	acclimater	VER	1.96	1
acclimaterait	acclimater	VER	1.96	0
acclimates	acclimater	VER	1.96	0
acclimatez	acclimater	VER	1.96	0
acclimaté	acclimater	VER	1.96	0
acclimatés	acclimater	VER	1.96	0
accointance	accointance	NOM	0.88	1
accointances	accointance	NOM	0.88	0
accointé	accointer	VER	0.14	0
accointés	accointer	VER	0.14	0
accola	accoler	VER	2.7	0
accolade	accolade	NOM	2.23	1
accolades	accolade	NOM	2.23	0
accolait	accoler	VER	2.7	0
accolant	accoler	VER	2.7	0
accole	accoler	VER	2.7	0
accolement	accolement	NOM	0.07	1
accolent	accoler	VER	2.7	0
accoler	accoler	VER	2.7	1
accolerais	accoler	VER	2.7	0
accolé	accoler	VER	2.7	0
accolée	accoler	VER	2.7	0
accolée	accolé	ADJ	0.68	0
accolées	accoler	VER	2.7	0
accolées	accolé	ADJ	0.68	0
accolés	accoler	VER	2.7	0
accolés	accolé	ADJ	0.68	0
accommoda	accommoder	VER	14.19	0
accommodai	accommoder	VER	14.19	0
accommodaient	accommoder	VER	14.19	0
accommodais	accommoder	VER	14.19	0
accommodait	accommoder	VER	14.19	0
accommodant	accommodant	ADJ	0.47	1
accommodant	accommoder	VER	14.19	0
accommodante	accommodant	ADJ	0.47	0
accommodantes	accommodant	ADJ	0.47	0
accommodants	accommodant	ADJ	0.47	0
accommodation	accommodation	NOM	0.41	1
accommodatrices	accommodateur	ADJ	0.07	0
accommode	accommoder	VER	14.19	0
accommodement	accommodement	NOM	1.01	1
accommodements	accommodement	NOM	1.01	0
accommodent	accommoder	VER	14.19	0
accommoder	accommoder	VER	14.19	1
accommodera	accommoder	VER	14.19	0
accommoderai	accommoder	VER	14.19	0
accommoderaient	accommoder	VER	14.19	0
accommoderais	accommoder	VER	14.19	0
accommoderait	accommoder	VER	14.19	0
accommoderez	accommoder	VER	14.19	0
accommoderions	accommoder	VER	14.19	0
accommoderont	accommoder	VER	14.19	0
accommodions	accommoder	VER	14.19	0
accommodons	accommoder	VER	14.19	0
accommodât	accommoder	VER	14.19	0
accommodèrent	accommoder	VER	14.19	0
accommodé	accommoder	VER	14.19	0
accommodée	accommoder	VER	14.19	0
accommodés	accommoder	VER	14.19	0
accompagna	accompagner	VER	124.46	0
accompagnai	accompagner	VER	124.46	0
accompagnaient	accompagner	VER	124.46	0
accompagnais	accompagner	VER	124.46	0
accompagnait	accompagner	VER	124.46	0
accompagnant	accompagnant	ADJ	0.27	1
accompagnant	accompagner	VER	124.46	0
accompagnateur	accompagnateur	NOM	1.01	1
accompagnateurs	accompagnateur	NOM	1.01	0
accompagnatrice	accompagnateur	NOM	1.01	0
accompagnatrices	accompagnateur	NOM	1.01	0
accompagne	accompagner	VER	124.46	0
accompagnement	accompagnement	NOM	2.57	1
accompagnements	accompagnement	NOM	2.57	0
accompagnent	accompagner	VER	124.46	0
accompagner	accompagner	VER	124.46	1
accompagnera	accompagner	VER	124.46	0
accompagnerai	accompagner	VER	124.46	0
accompagneraient	accompagner	VER	124.46	0
accompagnerais	accompagner	VER	124.46	0
accompagnerait	accompagner	VER	124.46	0
accompagneras	accompagner	VER	124.46	0
accompagnerez	accompagner	VER	124.46	0
accompagneriez	accompagner	VER	124.46	0
accompagnerons	accompagner	VER	124.46	0
accompagneront	accompagner	VER	124.46	0
accompagnes	accompagner	VER	124.46	0
accompagnez	accompagner	VER	124.46	0
accompagniez	accompagner	VER	124.46	0
accompagnions	accompagner	VER	124.46	0
accompagnons	accompagner	VER	124.46	0
accompagnâmes	accompagner	VER	124.46	0
accompagnât	accompagner	VER	124.46	0
accompagnèrent	accompagner	VER	124.46	0
accompagné	accompagner	VER	124.46	0
accompagné	accompagné	ADJ	1.35	1
accompagnée	accompagner	VER	124.46	0
accompagnée	accompagné	ADJ	1.35	0
accompagnées	accompagner	VER	124.46	0
accompagnées	accompagné	ADJ	1.35	0
accompagnés	accompagner	VER	124.46	0
accompagnés	accompagné	ADJ	1.35	0
accompli	accompli	ADJ	10.54	1
accompli	accompli	NOM	0.2	1
accompli	accomplir	VER	55.2	0
accomplie	accompli	ADJ	10.54	0
accomplie	accomplir	VER	55.2	0
accomplies	accompli	ADJ	10.54	0
accomplies	accomplir	VER	55.2	0
accomplir	accomplir	VER	55.2	1
accomplira	accomplir	VER	55.2	0
accomplirai	accomplir	VER	55.2	0
accompliraient	accomplir	VER	55.2	0
accomplirais	accomplir	VER	55.2	0
accomplirait	accomplir	VER	55.2	0
accompliras	accomplir	VER	55.2	0
accomplirent	accomplir	VER	55.2	0
accomplirez	accomplir	VER	55.2	0
accomplirons	accomplir	VER	55.2	0
accompliront	accomplir	VER	55.2	0
accomplis	accompli	ADJ	10.54	0
accomplis	accomplir	VER	55.2	0
accomplissaient	accomplir	VER	55.2	0
accomplissais	accomplir	VER	55.2	0
accomplissait	accomplir	VER	55.2	0
accomplissant	accomplir	VER	55.2	0
accomplisse	accomplir	VER	55.2	0
accomplissement	accomplissement	NOM	4.46	1
accomplissements	accomplissement	NOM	4.46	0
accomplissent	accomplir	VER	55.2	0
accomplissez	accomplir	VER	55.2	0
accomplissiez	accomplir	VER	55.2	0
accomplissions	accomplir	VER	55.2	0
accomplissons	accomplir	VER	55.2	0
accomplit	accomplir	VER	55.2	0
accomplît	accomplir	VER	55.2	0
accord	accord	NOM	136.15	1
accorda	accorder	VER	67.84	0
accordai	accorder	VER	67.84	0
accordaient	accorder	VER	67.84	0
accordailles	accordailles	NOM	0.07	1
accordais	accorder	VER	67.84	0
accordait	accorder	VER	67.84	0
accordant	accorder	VER	67.84	0
accordas	accorder	VER	67.84	0
accordassent	accorder	VER	67.84	0
accorde	accorder	VER	67.84	0
accordement	accordement	NOM	0.07	1
accordent	accorder	VER	67.84	0
accorder	accorder	VER	67.84	1
accordera	accorder	VER	67.84	0
accorderai	accorder	VER	67.84	0
accorderaient	accorder	VER	67.84	0
accorderais	accorder	VER	67.84	0
accorderait	accorder	VER	67.84	0
accorderas	accorder	VER	67.84	0
accorderez	accorder	VER	67.84	0
accorderiez	accorder	VER	67.84	0
accorderons	accorder	VER	67.84	0
accorderont	accorder	VER	67.84	0
accordes	accorder	VER	67.84	0
accordeur	accordeur	NOM	0.61	1
accordez	accorder	VER	67.84	0
accordiez	accorder	VER	67.84	0
accordions	accorder	VER	67.84	0
accordo	accordo	NOM	0.07	1
accordons	accorder	VER	67.84	0
accords	accord	NOM	136.15	0
accordât	accorder	VER	67.84	0
accordèrent	accorder	VER	67.84	0
accordé	accorder	VER	67.84	0
accordé	accordé	NOM	1.08	1
accordée	accorder	VER	67.84	0
accordée	accordé	NOM	1.08	0
accordées	accorder	VER	67.84	0
accordées	accordé	NOM	1.08	0
accordéon	accordéon	NOM	5.47	1
accordéoniste	accordéoniste	NOM	1.69	1
accordéonistes	accordéoniste	NOM	1.69	0
accordéons	accordéon	NOM	5.47	0
accordés	accorder	VER	67.84	0
accordés	accordé	NOM	1.08	0
accore	accore	ADJ	0.14	1
accores	accore	NOM	0.07	0
accort	accort	ADJ	0.68	1
accorte	accort	ADJ	0.68	0
accortes	accort	ADJ	0.68	0
accorts	accort	ADJ	0.68	0
accosta	accoster	VER	4.19	0
accostage	accostage	NOM	0.88	1
accostaient	accoster	VER	4.19	0
accostais	accoster	VER	4.19	0
accostait	accoster	VER	4.19	0
accostant	accostant	ADJ	0.07	1
accostant	accoster	VER	4.19	0
accoste	accoster	VER	4.19	0
accostent	accoster	VER	4.19	0
accoster	accoster	VER	4.19	1
accosterez	accoster	VER	4.19	0
accosterons	accoster	VER	4.19	0
accostez	accoster	VER	4.19	0
accostiez	accoster	VER	4.19	0
accostons	accoster	VER	4.19	0
accosté	accoster	VER	4.19	0
accostée	accoster	VER	4.19	0
accostées	accoster	VER	4.19	0
accota	accoter	VER	2.43	0
accotaient	accoter	VER	2.43	0
accotait	accoter	VER	2.43	0
accotant	accoter	VER	2.43	0
accote	accoter	VER	2.43	0
accotement	accotement	NOM	1.42	1
accotements	accotement	NOM	1.42	0
accotent	accoter	VER	2.43	0
accoter	accoter	VER	2.43	1
accotoirs	accotoir	NOM	0.07	0
accotons	accoter	VER	2.43	0
accotèrent	accoter	VER	2.43	0
accoté	accoter	VER	2.43	0
accotée	accoter	VER	2.43	0
accotées	accoter	VER	2.43	0
accotés	accoter	VER	2.43	0
accotés	accoté	NOM	0.07	0
accoucha	accoucher	VER	7.43	0
accouchaient	accoucher	VER	7.43	0
accouchais	accoucher	VER	7.43	0
accouchait	accoucher	VER	7.43	0
accouchant	accouchant	ADJ	0.0	1
accouchant	accoucher	VER	7.43	0
accouche	accoucher	VER	7.43	0
accouchement	accouchement	NOM	3.92	1
accouchements	accouchement	NOM	3.92	0
accouchent	accoucher	VER	7.43	0
accoucher	accoucher	VER	7.43	1
accouchera	accoucher	VER	7.43	0
accoucherait	accoucher	VER	7.43	0
accoucheras	accoucher	VER	7.43	0
accouches	accoucher	VER	7.43	0
accoucheur	accoucheur	NOM	0.81	1
accoucheurs	accoucheur	NOM	0.81	0
accoucheuse	accoucheur	NOM	0.81	0
accouchez	accoucher	VER	7.43	0
accouché	accoucher	VER	7.43	0
accouchée	accoucher	VER	7.43	0
accouchée	accouchée	NOM	1.15	1
accouchées	accouchée	NOM	1.15	0
accouchés	accoucher	VER	7.43	0
accouda	accouder	VER	17.7	0
accoudai	accouder	VER	17.7	0
accoudaient	accouder	VER	17.7	0
accoudais	accouder	VER	17.7	0
accoudait	accouder	VER	17.7	0
accoudant	accouder	VER	17.7	0
accoude	accouder	VER	17.7	0
accouder	accouder	VER	17.7	1
accoudions	accouder	VER	17.7	0
accoudoir	accoudoir	NOM	5.2	1
accoudoirs	accoudoir	NOM	5.2	0
accoudons	accouder	VER	17.7	0
accoudèrent	accouder	VER	17.7	0
accoudé	accouder	VER	17.7	0
accoudé	accoudé	ADJ	0.41	1
accoudée	accouder	VER	17.7	0
accoudée	accoudé	ADJ	0.41	0
accoudées	accouder	VER	17.7	0
accoudés	accouder	VER	17.7	0
accoudés	accoudé	ADJ	0.41	0
accoupla	accoupler	VER	3.24	0
accouplaient	accoupler	VER	3.24	0
accouplais	accoupler	VER	3.24	0
accouplait	accoupler	VER	3.24	0
accouplant	accoupler	VER	3.24	0
accouple	accoupler	VER	3.24	0
accouplement	accouplement	NOM	2.5	1
accouplements	accouplement	NOM	2.5	0
accouplent	accoupler	VER	3.24	0
accoupler	accoupler	VER	3.24	1
accouplera	accoupler	VER	3.24	0
accouplerait	accoupler	VER	3.24	0
accoupleront	accoupler	VER	3.24	0
accouplèrent	accoupler	VER	3.24	0
accouplé	accoupler	VER	3.24	0
accouplée	accoupler	VER	3.24	0
accouplées	accoupler	VER	3.24	0
accouplés	accoupler	VER	3.24	0
accouraient	accourir	VER	19.05	0
accourais	accourir	VER	19.05	0
accourait	accourir	VER	19.05	0
accourant	accourir	VER	19.05	0
accourcissant	accourcir	VER	0.07	0
accoure	accourir	VER	19.05	0
accourent	accourir	VER	19.05	0
accoures	accourir	VER	19.05	0
accourez	accourir	VER	19.05	0
accouriez	accourir	VER	19.05	0
accourir	accourir	VER	19.05	1
accourons	accourir	VER	19.05	0
accourra	accourir	VER	19.05	0
accourrai	accourir	VER	19.05	0
accourraient	accourir	VER	19.05	0
accourrais	accourir	VER	19.05	0
accourrait	accourir	VER	19.05	0
accourront	accourir	VER	19.05	0
accours	accourir	VER	19.05	0
accourt	accourir	VER	19.05	0
accouru	accourir	VER	19.05	0
accourue	accourir	VER	19.05	0
accourues	accourir	VER	19.05	0
accoururent	accourir	VER	19.05	0
accourus	accourir	VER	19.05	0
accourussent	accourir	VER	19.05	0
accourut	accourir	VER	19.05	0
accourût	accourir	VER	19.05	0
accoutre	accoutrer	VER	0.54	0
accoutrement	accoutrement	NOM	2.7	1
accoutrements	accoutrement	NOM	2.7	0
accoutré	accoutrer	VER	0.54	0
accoutré	accoutré	ADJ	0.41	1
accoutrée	accoutrer	VER	0.54	0
accoutrée	accoutré	ADJ	0.41	0
accoutrés	accoutrer	VER	0.54	0
accoutrés	accoutré	ADJ	0.41	0
accoutuma	accoutumer	VER	9.12	0
accoutumai	accoutumer	VER	9.12	0
accoutumaient	accoutumer	VER	9.12	0
accoutumais	accoutumer	VER	9.12	0
accoutumait	accoutumer	VER	9.12	0
accoutumance	accoutumance	NOM	1.28	1
accoutumances	accoutumance	NOM	1.28	0
accoutumant	accoutumer	VER	9.12	0
accoutume	accoutumer	VER	9.12	0
accoutument	accoutumer	VER	9.12	0
accoutumer	accoutumer	VER	9.12	1
accoutumerait	accoutumer	VER	9.12	0
accoutumé	accoutumer	VER	9.12	0
accoutumé	accoutumé	ADJ	5.0	1
accoutumée	accoutumer	VER	9.12	0
accoutumée	accoutumé	ADJ	5.0	0
accoutumées	accoutumer	VER	9.12	0
accoutumées	accoutumé	ADJ	5.0	0
accoutumés	accoutumer	VER	9.12	0
accoutumés	accoutumé	ADJ	5.0	0
accouvée	accouver	VER	0.07	0
accras	accra	NOM	0.0	0
accro	accro	ADJ	0.68	1
accro	accro	NOM	0.07	1
accroc	accroc	NOM	3.11	1
accrocha	accrocher	VER	99.93	0
accrochage	accrochage	NOM	1.49	1
accrochages	accrochage	NOM	1.49	0
accrochai	accrocher	VER	99.93	0
accrochaient	accrocher	VER	99.93	0
accrochais	accrocher	VER	99.93	0
accrochait	accrocher	VER	99.93	0
accrochant	accrochant	ADJ	0.2	1
accrochant	accrocher	VER	99.93	0
accroche	accroche	NOM	0.27	1
accroche	accrocher	VER	99.93	0
accroche-coeur	accroche-coeur	NOM	0.74	1
accroche-coeurs	accroche-coeur	NOM	0.74	0
accrochent	accrocher	VER	99.93	0
accrocher	accrocher	VER	99.93	1
accrochera	accrocher	VER	99.93	0
accrocherai	accrocher	VER	99.93	0
accrocheraient	accrocher	VER	99.93	0
accrocherais	accrocher	VER	99.93	0
accrocherait	accrocher	VER	99.93	0
accrocherez	accrocher	VER	99.93	0
accrocheriez	accrocher	VER	99.93	0
accrocheront	accrocher	VER	99.93	0
accroches	accroche	NOM	0.27	0
accroches	accrocher	VER	99.93	0
accrocheur	accrocheur	ADJ	0.34	1
accrocheurs	accrocheur	ADJ	0.34	0
accrocheuse	accrocheur	ADJ	0.34	0
accrocheuses	accrocheur	ADJ	0.34	0
accrochez	accrocher	VER	99.93	0
accrochiez	accrocher	VER	99.93	0
accrochions	accrocher	VER	99.93	0
accrochons	accrocher	VER	99.93	0
accrochât	accrocher	VER	99.93	0
accrochèrent	accrocher	VER	99.93	0
accroché	accrocher	VER	99.93	0
accroché	accroché	ADJ	3.51	1
accrochée	accrocher	VER	99.93	0
